date, pm25, pm10, o3, no2, so2, co
15/03/19,159,113,30,29,8,8
16/03/19,158,136,34,39,11,10
17/03/19,173,152,38,35,11,11
18/03/19,188,188,32,41,12,13
19/03/19,188,229,26,45,13,13
20/03/19,173,148,36,20,11,11
21/03/19,188,94,32,23,7,7
22/03/19,106,103,32,23,8,7
23/03/19,135,104,27,29,11,7
24/03/19,136,107,24,24,8,8
25/03/19,145,123,32,28,8,9
26/03/19,154,132,33,39,12,12
27/03/19,159,232,55,48,18,16
28/03/19,219,221,46,41,10,14
29/03/19,184,178,55,41,12,11
30/03/19,178,129,31,26,8,8
31/03/19,134,136,34,31,11,10
01/04/19,143,196,48,46,15,13
02/04/19,193,177,41,45,14,13
03/04/19,170,236,71,45,14,11
04/04/19,212,250,93,47,16,16
05/04/19,203,297,44,37,14,13
06/04/19,187,402,28,37,12,11
07/04/19,260,271,45,37,9,11
08/04/19,165,194,52,43,12,11
09/04/19,184,245,37,44,10,12
10/04/19,188,170,38,31,9,11
11/04/19,156,194,31,26,8,7
12/04/19,144,127,30,22,8,10
13/04/19,130,120,28,23,8,16
14/04/19,137,161,26,29,10,16
15/04/19,148,192,23,25,8,9
16/04/19,150,100,27,28,7,5
17/04/19,104,86,42,25,6,7
18/04/19,139,118,39,31,12,10
19/04/19,159,158,62,47,17,13
20/04/19,195,209,41,56,17,16
21/04/19,217,198,57,41,15,17
22/04/19,204,282,54,49,14,18
23/04/19,201,229,65,40,8,14
24/04/19,174,254,61,41,9,12
25/04/19,181,181,40,37,12,13
26/04/19,176,224,31,30,9,9
27/04/19,168,180,31,30,8,8
28/04/19,159,212,40,38,10,11
29/04/19,168,260,8,61,20,14
30/04/19,186,254,76,37,13,15
01/05/19,182,284,43,28,9,12
02/05/19,160,145,59,34,9,10
03/05/19,147,147,49,38,9,11
04/05/19,163,212,48,44,12,14
05/05/19,202,322,50,59,18,21
06/05/19,233,403,26,56,19,19
07/05/19,232,407,35,49,16,20
08/05/19,240,377,39,44,17,14
09/05/19,231,300,37,39,15,9
10/05/19,195,236,42,30,10,10
11/05/19,188,478,51,33,9,10
12/05/19,243,349,73,35,17,12
13/05/19,264,113,45,30,7,7
14/05/19,135,159,30,46,15,13
15/05/19,174,168,33,41,8,13
16/05/19,151,393,34,41,9,11
17/05/19,172,91,22,35,7,7
18/05/19,129,127,59,42,9,11
19/05/19,170,177,53,45,12,12
20/05/19,178,168,53,32,12,11
21/05/19,171,174,35,36,13,14
22/05/19,163,236,61,39,14,15
23/05/19,204,98,18,35,7,10
24/05/19,119,92,35,27,6,7
25/05/19,120,114,43,34,9,7
26/05/19,147,140,47,44,12,9
27/05/19,151,141,45,45,10,10
28/05/19,147,146,53,40,13,11
29/05/19,167,220,44,44,14,12
30/05/19,184,354,58,46,14,12
31/05/19,184,312,78,54,16,14
01/06/19,192,187,23, ,8,10
02/06/19,166,294,21,23,7,9
03/06/19,150,156,46,31,9,10
04/06/19,145,154,58,34,9,12
05/06/19,155,217,45,34,10,10
06/06/19,157,121,67,31,8,9
07/06/19,139,155,64,38,8,13
08/06/19,148,285,76,48,15,17
09/06/19,200,218,44,47,13,16
10/06/19,154,564,19,44,13,13
11/06/19,187,234,36,27,7,7
12/06/19,126,159,27,29,10,9
13/06/19,134,136,39,33,10,9
14/06/19,137,180,36,37,11,9
15/06/19,163,139,18,22,8,5
16/06/19,114,115,16,28,8,6
17/06/19,118,75,25,26,5,7
18/06/19,83,152,46,30,8,8
19/06/19,155,114,62,27,5,7
20/06/19,106,144,50,42,9,12
21/06/19,155,139,45,29,9,12
22/06/19,156,121,35,18,6,12
23/06/19,121,100,14,20,8,13
24/06/19,82,106,32,22,7,10
25/06/19,148,116,27,24,7,9
26/06/19,151,174,23,20,6,10
27/06/19,146,174,18,25,9,7
28/06/19,141,216,13,24,9,9
29/06/19,141,219,16,19,7,9
30/06/19,140,134,16,15,6,6
01/07/19,131,160,28,15,7,9
02/07/19,152,106,16,14,5,9
03/07/19,112,81,6,16,5,10
04/07/19,100,106,8,15,6,11
05/07/19,140,97,19,16,5,9
06/07/19,102,83,14,17,6,8
07/07/19,109,128,13,20,6,11
08/07/19,135,119,6,15,6,9
09/07/19,131,282,3,18,4,8
10/07/19,151,355,8,12,6,9
11/07/19,165,399,24,17,6,9
12/07/19,164,274,18,20,8,8
13/07/19,154,259,16,20,5,7
14/07/19,157,79,5,22,5,9
15/07/19,113,86,23,20,5,7
16/07/19,99,63,16,19,4,8
17/07/19,95,92,31,29,5,12
18/07/19,115,146,36,32,5,12
19/07/19,153,115,9,27,5,11
20/07/19,137,98,15,24,5,13
21/07/19,130,121,20,26,5,17
22/07/19,157,156,31,30,5,18
23/07/19,174,174,12,29,5,15
24/07/19,142,93,2,27,5,8
25/07/19,92,93,51,18,4,7
26/07/19,108,80,50,20,5,9
27/07/19,111,88,46,18,4,8
28/07/19,92,117,29,16,4,11
29/07/19,105,106,92,20,4,9
30/07/19,115,86,49,17,4,9
31/07/19,98,109,8,19,5,75
01/08/19,105,92,11,21,4,62
02/08/19,99,109,79,21,5,10
03/08/19,138,97,35,19,4,11
04/08/19,138,115,21,23,4,12
05/08/19,155,75,31,21,4,9
06/08/19,111,88,15,18,4,10
07/08/19,113,111,31,18,5,10
08/08/19,121,97,9,16,4,4
09/08/19,79,70,16,14,5,5
10/08/19,77,82,36,18,4,7
11/08/19,104,85,5,23,6,15
12/08/19,110,73,9,17,5,7
13/08/19,90,64,9,17,4,10
14/08/19,98,59,7,12,4,10
15/08/19,89,61,10,14,4,22
16/08/19,69,52,12,13,3,15
17/08/19,57,41,6,18,4,18
18/08/19,59,88,24,22,4,21
19/08/19,118,88,13,13,4,17
20/08/19,108,106,17,20,4,13
21/08/19,122,115,9,20,4,12
22/08/19,120,140,9,26,4,15
23/08/19,143,136,7,26,4,15
24/08/19,149,80,8,14,3,8
25/08/19,104,99,8,18,4,11
26/08/19,104,122,80,22,5,13
27/08/19,128,143,45,20,5,12
28/08/19,151,109,14,20,4,9
29/08/19,123,107,36,22,5,10
30/08/19,135,129,16,29,5,13
31/08/19,155,103,26,23,4,10
01/09/19,115,104,17,20,4,9
02/09/19,148,104,16,18,4,10
03/09/19,155,142,28,24,5,11
04/09/19,168,107,24,18,4,6
05/09/19,117,108,32,20,6,12
06/09/19,134,94,17,20,5,8
07/09/19,256,71,1,13,4,7
08/09/19,95,99,8,17,4,9
09/09/19,144,106,7,18,5,9
10/09/19,153,127,21,24,5,10
11/09/19,168,122,27,20,5,9
12/09/19,162,104,14,18,5,7
13/09/19,118,100,12,16,4,5
14/09/19,100, , , , , 
15/09/19, ,158,13,25,4,10
16/09/19,151,123,30,26,5,10
17/09/19,154,116,21,23,3,8
18/09/19,130,129,7,25, ,5
19/09/19,106,134,7,21,3,8
20/09/19,105, , , , , 
21/09/19, ,122,14,17,6,7
22/09/19,134,127,14,18,5,8
23/09/19,169,117,5,17,5,7
24/09/19,145,112,14,12,6,7
25/09/19,124,102,56,12,6,8
26/09/19,115,93,53,9,7,6
27/09/19,79,97,54,10,6,6
28/09/19,105,102,11,9,5,6
29/09/19,83,100,14,12,5,12
30/09/19,149,114,15,12,5,9
01/10/19,120,83,17,12,5,8
02/10/19,113,151,31,15,6,9
03/10/19,154,85,14,15,5,7
04/10/19,133,88,16,17,5,8
05/10/19,119,102,18,16,5,8
06/10/19,146,106,12,17,3,7
07/10/19,143,92,19,16,6,7
08/10/19,122,142,63,18,6,11
09/10/19,160,177,46,27,8,12
10/10/19,190,136,39,19,6,11
11/10/19,172,156,23,22,6,13
12/10/19,188,184,30,20,7,12
13/10/19,217,208,28,22,7,14
14/10/19,201,217,43,30,6,19
15/10/19,200,233,45,31,7,15
16/10/19,219,224,108,22,8,14
17/10/19,204,223,20,18,5,10
18/10/19,162,127,34,20,7,9
19/10/19,161,136,16,19,7,12
20/10/19,145,199,37,20,8,11
21/10/19,207,180,23,22,9,11
22/10/19,184,254,25,32,10,14
23/10/19,207,380,40,29,10,22
24/10/19,290,244,62,26,9,17
25/10/19,208,303,53,30,8,19
26/10/19,247,365,29,26,10,16
27/10/19,326,375,21,19,15,18
