Date,Name of State / UT,Total Confirmed cases
17/04/20,Jammu and Kashmir,314
17/04/20,Jharkhand,29
17/04/20,Karnataka,353
17/04/20,Kerala,395
17/04/20,Ladakh,18
17/04/20,Madhya Pradesh,1308
17/04/20,Maharashtra,3205
17/04/20,Manipur,2
17/04/20,Meghalaya,9
17/04/20,Mizoram,1
17/04/20,Odisha,60
17/04/20,Puducherry,7
17/04/20,Punjab,186
17/04/20,Rajasthan,1131
17/04/20,Tamil Nadu,1267
17/04/20,Telengana,743
17/04/20,Tripura,2
17/04/20,Uttar Pradesh,846
17/04/20,Uttarakhand,37
17/04/20,West Bengal,255
18/04/20,Andaman and Nicobar Islands,12
18/04/20,Andhra Pradesh,572
18/04/20,Arunachal Pradesh,1
18/04/20,Assam,35
18/04/20,Bihar,83
18/04/20,Chandigarh,21
18/04/20,Chhattisgarh,36
18/04/20,Delhi,1707
18/04/20,Goa,7
18/04/20,Gujarat,1099
18/04/20,Haryana,225
18/04/20,Himachal Pradesh,36
18/04/20,Jammu and Kashmir,328
18/04/20,Jharkhand,33
18/04/20,Karnataka,359
18/04/20,Kerala,396
18/04/20,Ladakh,18
18/04/20,Madhya Pradesh,1310
18/04/20,Maharashtra,3323
18/04/20,Manipur,2
18/04/20,Meghalaya,9
18/04/20,Mizoram,1
18/04/20,Odisha,60
18/04/20,Puducherry,7
18/04/20,Punjab,202
18/04/20,Rajasthan,1229
18/04/20,Tamil Nadu,1323
18/04/20,Telengana,766
18/04/20,Tripura,2
18/04/20,Uttar Pradesh,849
18/04/20,Uttarakhand,40
18/04/20,West Bengal,287
19/04/20,Andaman and Nicobar Islands,14
19/04/20,Andhra Pradesh,603
19/04/20,Arunachal Pradesh,1
19/04/20,Assam,35
19/04/20,Bihar,86
19/04/20,Chandigarh,23
19/04/20,Chhattisgarh,36
19/04/20,Delhi,1893
19/04/20,Goa,7
19/04/20,Gujarat,1376
19/04/20,Haryana,225
19/04/20,Himachal Pradesh,39
19/04/20,Jammu and Kashmir,341
19/04/20,Jharkhand,34
19/04/20,Karnataka,384
19/04/20,Kerala,400
19/04/20,Ladakh,18
19/04/20,Madhya Pradesh,1407
19/04/20,Maharashtra,3651
19/04/20,Manipur,2
19/04/20,Meghalaya,11
19/04/20,Mizoram,1
19/04/20,Odisha,61
19/04/20,Puducherry,7
19/04/20,Punjab,202
19/04/20,Rajasthan,1351
19/04/20,Tamil Nadu,1372
19/04/20,Telengana,809
19/04/20,Tripura,2
19/04/20,Uttar Pradesh,969
19/04/20,Uttarakhand,42
19/04/20,West Bengal,310
20/04/20,Andaman and Nicobar Islands,15
20/04/20,Andhra Pradesh,646
20/04/20,Arunachal Pradesh,1
20/04/20,Assam,35
20/04/20,Bihar,93
20/04/20,Chandigarh,26
20/04/20,Chhattisgarh,36
20/04/20,Delhi,2003
20/04/20,Goa,7
20/04/20,Gujarat,1743
20/04/20,Haryana,233
20/04/20,Himachal Pradesh,39
20/04/20,Jammu and Kashmir,350
20/04/20,Jharkhand,42
20/04/20,Karnataka,390
20/04/20,Kerala,402
20/04/20,Ladakh,18
20/04/20,Madhya Pradesh,1407
20/04/20,Maharashtra,4203
20/04/20,Manipur,2
20/04/20,Meghalaya,11
20/04/20,Mizoram,1
20/04/20,Odisha,68
20/04/20,Puducherry,7
20/04/20,Punjab,219
20/04/20,Rajasthan,1478
20/04/20,Tamil Nadu,1477
20/04/20,Telengana,844
20/04/20,Tripura,2
20/04/20,Uttar Pradesh,1084
20/04/20,Uttarakhand,44
20/04/20,West Bengal,339
21/04/20,Andaman and Nicobar Islands,16
21/04/20,Andhra Pradesh,722
21/04/20,Arunachal Pradesh,1
21/04/20,Assam,35
21/04/20,Bihar,113
21/04/20,Chandigarh,26
21/04/20,Chhattisgarh,36
21/04/20,Delhi,2081
21/04/20,Goa,7
21/04/20,Gujarat,1939
21/04/20,Haryana,254
21/04/20,Himachal Pradesh,39
21/04/20,Jammu and Kashmir,368
21/04/20,Jharkhand,46
21/04/20,Karnataka,408
21/04/20,Kerala,408
21/04/20,Ladakh,18
21/04/20,Madhya Pradesh,1485
21/04/20,Maharashtra,4666
21/04/20,Manipur,2
21/04/20,Meghalaya,11
21/04/20,Mizoram,1
21/04/20,Odisha,74
21/04/20,Puducherry,7
21/04/20,Punjab,245
21/04/20,Rajasthan,1576
21/04/20,Tamil Nadu,1520
21/04/20,Telengana,873
21/04/20,Tripura,2
21/04/20,Uttar Pradesh,1184
21/04/20,Uttarakhand,46
21/04/20,West Bengal,392
22/04/20,Andaman and Nicobar Islands,16
22/04/20,Andhra Pradesh,757
22/04/20,Arunachal Pradesh,1
22/04/20,Assam,35
22/04/20,Bihar,126
22/04/20,Chandigarh,27
22/04/20,Chhattisgarh,36
22/04/20,Delhi,2156
22/04/20,Goa,7
22/04/20,Gujarat,2178
22/04/20,Haryana,254
22/04/20,Himachal Pradesh,39
22/04/20,Jammu and Kashmir,380
22/04/20,Jharkhand,45
22/04/20,Karnataka,418
22/04/20,Kerala,427
22/04/20,Ladakh,18
22/04/20,Madhya Pradesh,1552
22/04/20,Maharashtra,5218
22/04/20,Manipur,2
22/04/20,Meghalaya,12
22/04/20,Mizoram,1
22/04/20,Odisha,79
22/04/20,Puducherry,7
22/04/20,Punjab,245
22/04/20,Rajasthan,1659
22/04/20,Tamil Nadu,1596
22/04/20,Telengana,928
22/04/20,Tripura,2
22/04/20,Uttar Pradesh,1294
22/04/20,Uttarakhand,46
22/04/20,West Bengal,423
23/04/20,Andaman and Nicobar Islands,18
23/04/20,Andhra Pradesh,813
23/04/20,Arunachal Pradesh,1
23/04/20,Assam,35
23/04/20,Bihar,143
23/04/20,Chandigarh,27
23/04/20,Chhattisgarh,36
23/04/20,Delhi,2248
23/04/20,Goa,7
23/04/20,Gujarat,2407
23/04/20,Haryana,262
23/04/20,Himachal Pradesh,40
23/04/20,Jammu and Kashmir,407
23/04/20,Jharkhand,49
23/04/20,Karnataka,427
23/04/20,Kerala,438
23/04/20,Ladakh,18
23/04/20,Madhya Pradesh,1592
23/04/20,Maharashtra,5652
23/04/20,Manipur,2
23/04/20,Meghalaya,12
23/04/20,Mizoram,1
23/04/20,Odisha,83
23/04/20,Puducherry,7
23/04/20,Punjab,251
23/04/20,Rajasthan,1890
23/04/20,Tamil Nadu,1629
23/04/20,Telengana,945
23/04/20,Tripura,2
23/04/20,Uttar Pradesh,1449
23/04/20,Uttarakhand,46
23/04/20,West Bengal,456
24/04/20,Andaman and Nicobar Islands,22
24/04/20,Andhra Pradesh,895
24/04/20,Arunachal Pradesh,1
24/04/20,Assam,36
24/04/20,Bihar,153
24/04/20,Chandigarh,27
24/04/20,Chhattisgarh,36
24/04/20,Delhi,2376
24/04/20,Goa,7
24/04/20,Gujarat,2624
24/04/20,Haryana,272
24/04/20,Himachal Pradesh,40
24/04/20,Jammu and Kashmir,427
24/04/20,Jharkhand,53
24/04/20,Karnataka,445
24/04/20,Kerala,447
24/04/20,Ladakh,18
24/04/20,Madhya Pradesh,1699
24/04/20,Maharashtra,6430
24/04/20,Manipur,2
24/04/20,Meghalaya,12
24/04/20,Mizoram,1
24/04/20,Odisha,90
24/04/20,Puducherry,7
24/04/20,Punjab,277
24/04/20,Rajasthan,1964
24/04/20,Tamil Nadu,1683
24/04/20,Telengana,960
24/04/20,Tripura,2
24/04/20,Uttar Pradesh,1510
24/04/20,Uttarakhand,47
24/04/20,West Bengal,514
25/04/20,Andaman and Nicobar Islands,27
25/04/20,Andhra Pradesh,955
25/04/20,Arunachal Pradesh,1
25/04/20,Assam,36
25/04/20,Bihar,223
25/04/20,Chandigarh,27
25/04/20,Chhattisgarh,36
25/04/20,Delhi,2514
25/04/20,Goa,7
25/04/20,Gujarat,2815
25/04/20,Haryana,272
25/04/20,Himachal Pradesh,40
25/04/20,Jammu and Kashmir,454
25/04/20,Jharkhand,57
25/04/20,Karnataka,474
25/04/20,Kerala,450
25/04/20,Ladakh,20
25/04/20,Madhya Pradesh,1852
25/04/20,Maharashtra,6817
25/04/20,Manipur,2
25/04/20,Meghalaya,12
25/04/20,Mizoram,1
25/04/20,Odisha,94
25/04/20,Puducherry,7
25/04/20,Punjab,298
25/04/20,Rajasthan,2034
25/04/20,Tamil Nadu,1755
25/04/20,Telengana,984
25/04/20,Tripura,2
25/04/20,Uttar Pradesh,1621
25/04/20,Uttarakhand,48
25/04/20,West Bengal,571
26/04/20,Andaman and Nicobar Islands,33
26/04/20,Andhra Pradesh,1061
26/04/20,Arunachal Pradesh,1
26/04/20,Assam,36
26/04/20,Bihar,243
26/04/20,Chandigarh,28
26/04/20,Chhattisgarh,37
26/04/20,Delhi,2625
26/04/20,Goa,7
26/04/20,Gujarat,3071
26/04/20,Haryana,289
26/04/20,Himachal Pradesh,40
26/04/20,Jammu and Kashmir,494
26/04/20,Jharkhand,67
26/04/20,Karnataka,500
26/04/20,Kerala,457
26/04/20,Ladakh,20
26/04/20,Madhya Pradesh,2096
26/04/20,Maharashtra,7628
26/04/20,Manipur,2
26/04/20,Meghalaya,12
26/04/20,Mizoram,1
26/04/20,Odisha,94
26/04/20,Puducherry,7
26/04/20,Punjab,298
26/04/20,Rajasthan,2083
26/04/20,Tamil Nadu,1821
26/04/20,Telengana,991
26/04/20,Tripura,2
26/04/20,Uttar Pradesh,1843
26/04/20,Uttarakhand,48
26/04/20,West Bengal,611
27/04/20,Andaman and Nicobar Islands,33
27/04/20,Andhra Pradesh,1097
27/04/20,Arunachal Pradesh,1
27/04/20,Assam,36
27/04/20,Bihar,274
27/04/20,Chandigarh,30
27/04/20,Chhattisgarh,37
27/04/20,Delhi,2918
27/04/20,Goa,7
27/04/20,Gujarat,3301
27/04/20,Haryana,289
27/04/20,Himachal Pradesh,40
27/04/20,Jammu and Kashmir,523
27/04/20,Jharkhand,82
27/04/20,Karnataka,503
27/04/20,Kerala,458
27/04/20,Ladakh,20
27/04/20,Madhya Pradesh,2096
27/04/20,Maharashtra,8068
27/04/20,Manipur,2
27/04/20,Meghalaya,12
27/04/20,Mizoram,1
27/04/20,Odisha,103
27/04/20,Puducherry,7
27/04/20,Punjab,313
27/04/20,Rajasthan,2185
27/04/20,Tamil Nadu,1885
27/04/20,Telengana,1002
27/04/20,Tripura,2
27/04/20,Uttar Pradesh,1868
27/04/20,Uttarakhand,50
27/04/20,West Bengal,649
28/04/20,Andaman and Nicobar Islands,33
28/04/20,Andhra Pradesh,1183
28/04/20,Arunachal Pradesh,1
28/04/20,Assam,36
28/04/20,Bihar,345
28/04/20,Chandigarh,40
28/04/20,Chhattisgarh,37
28/04/20,Delhi,3108
28/04/20,Goa,7
28/04/20,Gujarat,3548
28/04/20,Haryana,296
28/04/20,Himachal Pradesh,40
28/04/20,Jammu and Kashmir,546
28/04/20,Jharkhand,82
28/04/20,Karnataka,512
28/04/20,Kerala,481
28/04/20,Ladakh,20
28/04/20,Madhya Pradesh,2168
28/04/20,Maharashtra,8590
28/04/20,Manipur,2
28/04/20,Meghalaya,12
28/04/20,Mizoram,1
28/04/20,Odisha,118
28/04/20,Puducherry,8
28/04/20,Punjab,313
28/04/20,Rajasthan,2262
28/04/20,Tamil Nadu,1937
28/04/20,Telengana,1004
28/04/20,Tripura,2
28/04/20,Uttar Pradesh,1955
28/04/20,Uttarakhand,51
28/04/20,West Bengal,697
29/04/20,Andaman and Nicobar Islands,33
29/04/20,Andhra Pradesh,1259
29/04/20,Arunachal Pradesh,1
29/04/20,Assam,38
29/04/20,Bihar,366
29/04/20,Chandigarh,56
29/04/20,Chhattisgarh,38
29/04/20,Delhi,3314
29/04/20,Goa,7
29/04/20,Gujarat,3744
29/04/20,Haryana,310
29/04/20,Himachal Pradesh,40
29/04/20,Jammu and Kashmir,565
29/04/20,Jharkhand,103
29/04/20,Karnataka,523
29/04/20,Kerala,485
29/04/20,Ladakh,22
29/04/20,Madhya Pradesh,2387
29/04/20,Maharashtra,9318
29/04/20,Manipur,2
29/04/20,Meghalaya,12
29/04/20,Mizoram,1
29/04/20,Odisha,118
29/04/20,Puducherry,8
29/04/20,Punjab,322
29/04/20,Rajasthan,2364
29/04/20,Tamil Nadu,2058
29/04/20,Telengana,1004
29/04/20,Tripura,2
29/04/20,Uttar Pradesh,2053
29/04/20,Uttarakhand,54
29/04/20,West Bengal,725
30/04/20,Andaman and Nicobar Islands,33
30/04/20,Andhra Pradesh,1332
30/04/20,Arunachal Pradesh,1
30/04/20,Assam,38
30/04/20,Bihar,392
30/04/20,Chandigarh,56
30/04/20,Chhattisgarh,38
30/04/20,Delhi,3439
30/04/20,Goa,7
30/04/20,Gujarat,4082
30/04/20,Haryana,310
30/04/20,Himachal Pradesh,40
30/04/20,Jammu and Kashmir,581
30/04/20,Jharkhand,107
30/04/20,Karnataka,535
30/04/20,Kerala,495
30/04/20,Ladakh,22
30/04/20,Madhya Pradesh,2561
30/04/20,Maharashtra,9915
30/04/20,Manipur,2
30/04/20,Meghalaya,12
30/04/20,Mizoram,1
30/04/20,Odisha,125
30/04/20,Puducherry,8
30/04/20,Punjab,357
30/04/20,Rajasthan,2438
30/04/20,Tamil Nadu,2162
30/04/20,Telengana,1012
30/04/20,Tripura,2
30/04/20,Uttar Pradesh,2134
30/04/20,Uttarakhand,55
30/04/20,West Bengal,758
01/05/20,Andaman and Nicobar Islands,33
01/05/20,Andhra Pradesh,1403
01/05/20,Arunachal Pradesh,1
01/05/20,Assam,42
01/05/20,Bihar,418
01/05/20,Chandigarh,56
01/05/20,Chhattisgarh,40
01/05/20,Delhi,3515
01/05/20,Goa,7
01/05/20,Gujarat,4395
01/05/20,Haryana,313
01/05/20,Himachal Pradesh,40
01/05/20,Jammu and Kashmir,614
01/05/20,Jharkhand,109
01/05/20,Karnataka,565
01/05/20,Kerala,497
01/05/20,Ladakh,22
01/05/20,Madhya Pradesh,2660
01/05/20,Maharashtra,10498
01/05/20,Manipur,2
01/05/20,Meghalaya,12
01/05/20,Mizoram,1
01/05/20,Odisha,142
01/05/20,Puducherry,8
01/05/20,Punjab,357
01/05/20,Rajasthan,2584
01/05/20,Tamil Nadu,2323
01/05/20,Telengana,1038
01/05/20,Tripura,2
01/05/20,Uttar Pradesh,2203
01/05/20,Uttarakhand,57
01/05/20,West Bengal,795
02/05/20,Andaman and Nicobar Islands,33
02/05/20,Andhra Pradesh,1463
02/05/20,Arunachal Pradesh,1
02/05/20,Assam,43
02/05/20,Bihar,471
02/05/20,Chandigarh,88
02/05/20,Chhattisgarh,43
02/05/20,Delhi,3738
02/05/20,Goa,7
02/05/20,Gujarat,4721
02/05/20,Haryana,360
02/05/20,Himachal Pradesh,40
02/05/20,Jammu and Kashmir,639
02/05/20,Jharkhand,111
02/05/20,Karnataka,589
02/05/20,Kerala,497
02/05/20,Ladakh,22
02/05/20,Madhya Pradesh,2719
02/05/20,Maharashtra,11506
02/05/20,Manipur,2
02/05/20,Meghalaya,12
02/05/20,Mizoram,1
02/05/20,Odisha,149
02/05/20,Puducherry,8
02/05/20,Punjab,480
02/05/20,Rajasthan,2666
02/05/20,Tamil Nadu,2526
02/05/20,Telengana,1039
02/05/20,Tripura,2
02/05/20,Uttar Pradesh,2328
02/05/20,Uttarakhand,58
02/05/20,West Bengal,795
03/05/20,Andaman and Nicobar Islands,33
03/05/20,Andhra Pradesh,1525
03/05/20,Arunachal Pradesh,1
03/05/20,Assam,43
03/05/20,Bihar,481
03/05/20,Chandigarh,88
03/05/20,Chhattisgarh,43
03/05/20,Delhi,4122
03/05/20,Goa,7
03/05/20,Gujarat,5054
03/05/20,Haryana,360
03/05/20,Himachal Pradesh,40
03/05/20,Jammu and Kashmir,666
03/05/20,Jharkhand,115
03/05/20,Karnataka,601
03/05/20,Kerala,499
03/05/20,Ladakh,22
03/05/20,Madhya Pradesh,2846
03/05/20,Maharashtra,12296
03/05/20,Manipur,2
03/05/20,Meghalaya,12
03/05/20,Mizoram,1
03/05/20,Odisha,157
03/05/20,Puducherry,8
03/05/20,Punjab,772
03/05/20,Rajasthan,2770
03/05/20,Tamil Nadu,2757
03/05/20,Telengana,1063
03/05/20,Tripura,4
03/05/20,Uttar Pradesh,2487
03/05/20,Uttarakhand,59
03/05/20,West Bengal,922
04/05/20,Andaman and Nicobar Islands,33
04/05/20,Andhra Pradesh,1583
04/05/20,Arunachal Pradesh,1
04/05/20,Assam,43
04/05/20,Bihar,503
04/05/20,Chandigarh,94
04/05/20,Chhattisgarh,57
04/05/20,Delhi,4549
04/05/20,Goa,7
04/05/20,Gujarat,5428
04/05/20,Haryana,442
04/05/20,Himachal Pradesh,40
04/05/20,Jammu and Kashmir,701
04/05/20,Jharkhand,115
04/05/20,Karnataka,614
04/05/20,Kerala,500
04/05/20,Ladakh,41
04/05/20,Madhya Pradesh,2846
04/05/20,Maharashtra,12974
04/05/20,Manipur,2
04/05/20,Meghalaya,12
04/05/20,Mizoram,1
04/05/20,Odisha,162
04/05/20,Puducherry,8
04/05/20,Punjab,1102
04/05/20,Rajasthan,2886
04/05/20,Tamil Nadu,3023
04/05/20,Telengana,1082
04/05/20,Tripura,16
04/05/20,Uttar Pradesh,2645
04/05/20,Uttarakhand,60
04/05/20,West Bengal,963
05/05/20,Andaman and Nicobar Islands,33
05/05/20,Andhra Pradesh,1650
05/05/20,Arunachal Pradesh,1
05/05/20,Assam,43
05/05/20,Bihar,528
05/05/20,Chandigarh,102
05/05/20,Chhattisgarh,58
05/05/20,Delhi,4898
05/05/20,Goa,7
05/05/20,Gujarat,5804
05/05/20,Haryana,517
05/05/20,Himachal Pradesh,41
05/05/20,Jammu and Kashmir,726
05/05/20,Jharkhand,115
05/05/20,Karnataka,651
05/05/20,Kerala,500
05/05/20,Ladakh,41
05/05/20,Madhya Pradesh,2942
05/05/20,Maharashtra,14541
05/05/20,Manipur,2
05/05/20,Meghalaya,12
05/05/20,Mizoram,1
05/05/20,Odisha,169
05/05/20,Puducherry,8
05/05/20,Punjab,1233
05/05/20,Rajasthan,3061
05/05/20,Tamil Nadu,3550
05/05/20,Telengana,1085
05/05/20,Tripura,29
05/05/20,Uttar Pradesh,2766
05/05/20,Uttarakhand,60
05/05/20,West Bengal,1259
06/05/20,Andaman and Nicobar Islands,33
06/05/20,Andhra Pradesh,1717
06/05/20,Arunachal Pradesh,1
06/05/20,Assam,43
06/05/20,Bihar,536
06/05/20,Chandigarh,111
06/05/20,Chhattisgarh,59
06/05/20,Dadar Nagar Haveli,1
06/05/20,Delhi,5104
06/05/20,Goa,7
06/05/20,Gujarat,6245
06/05/20,Haryana,548
06/05/20,Himachal Pradesh,42
06/05/20,Jammu and Kashmir,741
06/05/20,Jharkhand,125
06/05/20,Karnataka,671
06/05/20,Kerala,502
06/05/20,Ladakh,41
06/05/20,Madhya Pradesh,3049
06/05/20,Maharashtra,15525
06/05/20,Manipur,2
06/05/20,Meghalaya,12
06/05/20,Mizoram,1
06/05/20,Odisha,175
06/05/20,Puducherry,9
06/05/20,Punjab,1451
06/05/20,Rajasthan,3158
06/05/20,Tamil Nadu,4058
06/05/20,Telengana,1096
06/05/20,Tripura,43
06/05/20,Uttar Pradesh,2880
06/05/20,Uttarakhand,61
06/05/20,West Bengal,1344
07/05/20,Andaman and Nicobar Islands,33
07/05/20,Andhra Pradesh,1777
07/05/20,Arunachal Pradesh,1
07/05/20,Assam,45
07/05/20,Bihar,542
07/05/20,Chandigarh,120
07/05/20,Chhattisgarh,59
07/05/20,Dadar Nagar Haveli,1
07/05/20,Delhi,5532
07/05/20,Goa,7
07/05/20,Gujarat,6625
07/05/20,Haryana,594
07/05/20,Himachal Pradesh,45
07/05/20,Jammu and Kashmir,775
07/05/20,Jharkhand,127
07/05/20,Karnataka,693
07/05/20,Kerala,503
07/05/20,Ladakh,41
07/05/20,Madhya Pradesh,3138
07/05/20,Maharashtra,16758
07/05/20,Manipur,2
07/05/20,Meghalaya,12
07/05/20,Mizoram,1
07/05/20,Odisha,185
07/05/20,Puducherry,9
07/05/20,Punjab,1516
07/05/20,Rajasthan,3317
07/05/20,Tamil Nadu,4829
07/05/20,Telengana,1107
07/05/20,Tripura,43
07/05/20,Uttar Pradesh,2998
07/05/20,Uttarakhand,61
07/05/20,West Bengal,1456
08/05/20,Andaman and Nicobar Islands,33
08/05/20,Andhra Pradesh,1847
08/05/20,Arunachal Pradesh,1
08/05/20,Assam,54
08/05/20,Bihar,550
08/05/20,Chandigarh,135
08/05/20,Chhattisgarh,59
08/05/20,Dadar Nagar Haveli,1
08/05/20,Delhi,5980
08/05/20,Goa,7
08/05/20,Gujarat,7012
08/05/20,Haryana,625
08/05/20,Himachal Pradesh,46
08/05/20,Jammu and Kashmir,793
08/05/20,Jharkhand,132
08/05/20,Karnataka,705
08/05/20,Kerala,503
08/05/20,Ladakh,42
08/05/20,Madhya Pradesh,3252
08/05/20,Maharashtra,17974
08/05/20,Manipur,2
08/05/20,Meghalaya,12
08/05/20,Mizoram,1
08/05/20,Odisha,219
08/05/20,Puducherry,9
08/05/20,Punjab,1644
08/05/20,Rajasthan,3427
08/05/20,Tamil Nadu,5409
08/05/20,Telengana,1123
08/05/20,Tripura,65
08/05/20,Uttar Pradesh,3071
08/05/20,Uttarakhand,61
08/05/20,West Bengal,1548
09/05/20,Andaman and Nicobar Islands,33
09/05/20,Andhra Pradesh,1887
09/05/20,Arunachal Pradesh,1
09/05/20,Assam,59
09/05/20,Bihar,571
09/05/20,Chandigarh,150
09/05/20,Chhattisgarh,59
09/05/20,Dadar Nagar Haveli,1
09/05/20,Delhi,6318
09/05/20,Goa,7
09/05/20,Gujarat,7402
09/05/20,Haryana,647
09/05/20,Himachal Pradesh,50
09/05/20,Jammu and Kashmir,823
09/05/20,Jharkhand,132
09/05/20,Karnataka,753
09/05/20,Kerala,503
09/05/20,Ladakh,42
09/05/20,Madhya Pradesh,3341
09/05/20,Maharashtra,19063
09/05/20,Manipur,2
09/05/20,Meghalaya,12
09/05/20,Mizoram,1
09/05/20,Odisha,271
09/05/20,Puducherry,9
09/05/20,Punjab,1731
09/05/20,Rajasthan,3579
09/05/20,Tamil Nadu,6009
09/05/20,Telengana,1133
09/05/20,Tripura,118
09/05/20,Uttar Pradesh,3214
09/05/20,Uttarakhand,63
09/05/20,West Bengal,1678
10/05/20,Andaman and Nicobar Islands,33
10/05/20,Andhra Pradesh,1930
10/05/20,Arunachal Pradesh,1
10/05/20,Assam,63
10/05/20,Bihar,591
10/05/20,Chandigarh,169
10/05/20,Chhattisgarh,59
10/05/20,Dadar Nagar Haveli,1
10/05/20,Delhi,6542
10/05/20,Goa,7
10/05/20,Gujarat,7796
10/05/20,Haryana,675
10/05/20,Himachal Pradesh,50
10/05/20,Jammu and Kashmir,836
10/05/20,Jharkhand,156
10/05/20,Karnataka,794
10/05/20,Kerala,505
10/05/20,Ladakh,42
10/05/20,Madhya Pradesh,3614
10/05/20,Maharashtra,20228
10/05/20,Manipur,2
10/05/20,Meghalaya,13
10/05/20,Mizoram,1
10/05/20,Odisha,294
10/05/20,Puducherry,9
10/05/20,Punjab,1762
10/05/20,Rajasthan,3708
10/05/20,Tamil Nadu,6535
10/05/20,Telengana,1163
10/05/20,Tripura,134
10/05/20,Uttar Pradesh,3373
10/05/20,Uttarakhand,67
10/05/20,West Bengal,1786
11/05/20,Andaman and Nicobar Islands,33
11/05/20,Andhra Pradesh,1980
11/05/20,Arunachal Pradesh,1
11/05/20,Assam,63
11/05/20,Bihar,696
11/05/20,Chandigarh,169
11/05/20,Chhattisgarh,59
11/05/20,Dadar Nagar Haveli,1
11/05/20,Delhi,6923
11/05/20,Goa,7
11/05/20,Gujarat,8194
11/05/20,Haryana,703
11/05/20,Himachal Pradesh,55
11/05/20,Jammu and Kashmir,861
11/05/20,Jharkhand,157
11/05/20,Karnataka,848
11/05/20,Kerala,512
11/05/20,Ladakh,42
11/05/20,Madhya Pradesh,3614
11/05/20,Maharashtra,22171
11/05/20,Manipur,2
11/05/20,Meghalaya,13
11/05/20,Mizoram,1
11/05/20,Odisha,377
11/05/20,Puducherry,9
11/05/20,Punjab,1823
11/05/20,Rajasthan,3814
11/05/20,Tamil Nadu,7204
11/05/20,Telengana,1196
11/05/20,Tripura,150
11/05/20,Uttar Pradesh,3467
11/05/20,Uttarakhand,68
11/05/20,West Bengal,1939
12/05/20,Andaman and Nicobar Islands,33
12/05/20,Andhra Pradesh,2018
12/05/20,Arunachal Pradesh,1
12/05/20,Assam,65
12/05/20,Bihar,747
12/05/20,Chandigarh,174
12/05/20,Chhattisgarh,59
12/05/20,Dadar Nagar Haveli,1
12/05/20,Delhi,7233
12/05/20,Goa,7
12/05/20,Gujarat,8541
12/05/20,Haryana,730
12/05/20,Himachal Pradesh,59
12/05/20,Jammu and Kashmir,879
12/05/20,Jharkhand,160
12/05/20,Karnataka,862
12/05/20,Kerala,519
12/05/20,Ladakh,42
12/05/20,Madhya Pradesh,3785
12/05/20,Maharashtra,23401
12/05/20,Manipur,2
12/05/20,Meghalaya,13
12/05/20,Mizoram,1
12/05/20,Odisha,414
12/05/20,Puducherry,12
12/05/20,Punjab,1877
12/05/20,Rajasthan,3988
12/05/20,Tamil Nadu,8002
12/05/20,Telengana,1275
12/05/20,Tripura,152
12/05/20,Uttar Pradesh,3573
12/05/20,Uttarakhand,68
12/05/20,West Bengal,2063
13/05/20,Andaman and Nicobar Islands,33
13/05/20,Andhra Pradesh,2090
13/05/20,Arunachal Pradesh,1
13/05/20,Assam,65
13/05/20,Bihar,831
13/05/20,Chandigarh,187
13/05/20,Chhattisgarh,59
13/05/20,Dadar Nagar Haveli,1
13/05/20,Delhi,7639
13/05/20,Goa,7
13/05/20,Gujarat,8903
13/05/20,Haryana,780
13/05/20,Himachal Pradesh,65
13/05/20,Jammu and Kashmir,934
13/05/20,Jharkhand,172
13/05/20,Karnataka,925
13/05/20,Kerala,524
13/05/20,Ladakh,42
13/05/20,Madhya Pradesh,3986
13/05/20,Maharashtra,24427
13/05/20,Manipur,2
13/05/20,Meghalaya,13
13/05/20,Mizoram,1
13/05/20,Odisha,437
13/05/20,Puducherry,13
13/05/20,Punjab,1914
13/05/20,Rajasthan,4126
13/05/20,Tamil Nadu,8718
13/05/20,Telengana,1326
13/05/20,Tripura,154
13/05/20,Uttar Pradesh,3664
13/05/20,Uttarakhand,69
13/05/20,West Bengal,2173
14/05/20,Andaman and Nicobar Islands,33
14/05/20,Andhra Pradesh,2137
14/05/20,Arunachal Pradesh,1
14/05/20,Assam,80
14/05/20,Bihar,940
14/05/20,Chandigarh,187
14/05/20,Chhattisgarh,59
14/05/20,Dadar Nagar Haveli,1
14/05/20,Delhi,7998
14/05/20,Goa,7
14/05/20,Gujarat,9267
14/05/20,Haryana,793
14/05/20,Himachal Pradesh,66
14/05/20,Jammu and Kashmir,971
14/05/20,Jharkhand,173
14/05/20,Karnataka,959
14/05/20,Kerala,534
14/05/20,Ladakh,43
14/05/20,Madhya Pradesh,4173
14/05/20,Maharashtra,25922
14/05/20,Manipur,2
14/05/20,Meghalaya,13
14/05/20,Mizoram,1
14/05/20,Odisha,538
14/05/20,Puducherry,13
14/05/20,Punjab,1924
14/05/20,Rajasthan,4328
14/05/20,Tamil Nadu,9227
14/05/20,Telengana,1367
14/05/20,Tripura,155
14/05/20,Uttar Pradesh,3729
14/05/20,Uttarakhand,72
14/05/20,West Bengal,2290
