date,pm25,pm10,o3,no2,so2,co
4/4/2016,140,68,16,27,11,18
4/3/2016,139,66,38,25,6,13
4/2/2016,169,52,29,17,2,10
4/1/2016,162,93,22,38,11,15
3/31/2016,159,83,57,35,15,11
3/30/2016,172,64,56,30,6,9
3/29/2016,158,73,18,32,6,11
3/28/2016,146,98,24,51,14,8
3/27/2016,156,90,63,42,10,9
3/26/2016,156,80,60,41,8,9
3/25/2016,115,83,53,39,12,9
3/24/2016,119,75,45,31,14,8
3/23/2016,169,64,55,18,7,8
3/22/2016,172,85,54,18,7,7
3/21/2016,165,120,81,53,19,15
3/20/2016,179,95,62,33,13,13
3/19/2016,199,93,42,34,12,18
3/18/2016,213,140,76,50,17,18
3/17/2016,208,122,59,42,11,12
3/16/2016,190,157,9,67,18,17
3/15/2016,190,135,56,59,17,16
3/14/2016,190,117,58,49,20,12
3/13/2016,168,100,91,36,19,16
3/12/2016,160,91,67,34,15,12
3/11/2016,157,89,68,38,32,12
3/10/2016,116,71,71,36,14,11
3/9/2016,83,48,73,18,10,9
3/8/2016,135,34,45,12,9,9
3/7/2016,229,34,57,13,11,12
3/6/2016,220,146,54,39,25,18
3/5/2016,192,166,88,37,22,15
3/4/2016,184,238,69,30,20,12
3/3/2016,220,108,61,36,14,16
3/2/2016,179,180,43,71,36,21
3/1/2016,173,125,54,56,33,26
2/29/2016,256,102,83,34,25,12
2/28/2016,177,96,84,37,24,21
2/27/2016,148,120,78,33,22,17
2/26/2016,165,85,69,31,11,14
2/25/2016,213,96,59,28,13,15
2/24/2016,262,129,59,43,20,18
2/23/2016,225,162,72,35,17,27
2/22/2016,161,140,65,22,11,17
2/21/2016,164,82,70,23,16,18
2/20/2016,155,141,63,30,20,15
2/19/2016,171,150,77,29,18,11
2/18/2016,167,115,57,38,25,17
2/17/2016,173,87,56,51,16,16
2/16/2016,136,88,67,50,22,19
2/15/2016,108,65,75,31,17,11
2/14/2016,130,46,73,18,14,8
2/13/2016,147,45,64,12,14,10
2/12/2016,170,51,62,13,11,14
2/11/2016,160,72,55,23,15,16
2/10/2016,162,74,50,31,22,16
2/9/2016,196,80,50,36,26,15
2/8/2016,287,106,72,42,33,23
2/7/2016,152,204,75,44,26,21
2/6/2016,122,86,79,26,12,12
2/5/2016,182,71,74,17,17,9
2/4/2016,180,82,86,32,15,13
2/3/2016,184,104,69,50,21,19
2/2/2016,192,98,58,44,16,19
2/1/2016,189,97,73,31,18,18
1/31/2016,187,79,80,19,13,16
1/30/2016,172,67,41,17,11,14
1/29/2016,182,59,54,21,8,12
1/28/2016,178,64,59,21,14,12
1/27/2016,173,76,36,29,17,12
1/26/2016,168,95,70,37,29,13
1/25/2016,138,113,45,43,30,13
1/24/2016,107,98,62,28,13,10
1/23/2016,170,95,63,14,10,10
1/22/2016,162,66,63,15,18,13
1/21/2016,174,47,45,18,9,8
1/20/2016,201,57,49,21,15,11
1/19/2016,233,94,51,30,22,13
1/18/2016,294,130,34,35,20,18
1/17/2016,231,158,48,26,22,21
1/16/2016,221,114,74,27,16,16
1/15/2016,214,167,52,46,21,22
1/14/2016,215,163,72,41,24,33
1/13/2016,202,124,49,40,22,15
1/12/2016,179,82,60,54,27,19
1/11/2016,278,52,28,17,9,12
1/10/2016,195,104,27,23,11,20
1/9/2016,222,80,43,26,12,18
1/8/2016,231,110,33,30,18,23
1/7/2016,194,126,54,34,23,26
1/6/2016,181,83,59,21,12,12
1/5/2016,202,78,35,19,13,14
1/4/2016,330,66,67,21,10,21
1/3/2016,,182,17,32,12,24
12/31/2015,205,,,,,
12/30/2015,238,119,49,44,26,17
12/29/2015,199,141,55,52,23,21
12/28/2015,183,114,16,36,13,14
12/27/2015,227,89,12,20,8,13
12/26/2015,227,132,12,42,13,21
12/25/2015,388,144,29,58,28,19
12/24/2015,243,237,46,49,34,26
12/23/2015,244,144,33,30,13,16
12/22/2015,192,110,49,25,13,18
12/21/2015,174,79,43,23,14,18
12/20/2015,189,68,34,25,19,14
12/19/2015,203,77,46,33,20,18
12/18/2015,177,144,43,43,37,24
12/17/2015,149,104,49,38,24,20
12/16/2015,112,89,55,34,19,18
12/15/2015,152,60,52,20,12,12
12/14/2015,196,67,51,27,15,13
12/13/2015,192,102,48,31,16,17
12/12/2015,351,82,36,24,13,15
12/11/2015,326,179,21,30,18,32
12/10/2015,229,156,52,26,18,21
12/9/2015,168,116,41,28,15,17
12/8/2015,174,82,32,30,19,16
12/7/2015,169,92,14,36,21,19
12/6/2015,167,91,30,35,23,20
12/5/2015,158,74,23,33,19,17
12/4/2015,124,83,21,32,22,16
12/3/2015,159,74,47,28,24,16
12/2/2015,159,124,50,34,19,22
12/1/2015,164,124,36,31,16,17
11/30/2015,185,85,65,30,19,19
11/29/2015,179,104,18,31,17,19
11/28/2015,178,87,24,32,15,16
11/27/2015,151,108,18,39,23,22
11/26/2015,215,79,33,35,24,17
11/25/2015,155,63,56,29,19,14
11/24/2015,103,57,58,22,16,18
11/23/2015,117,72,36,14,13,19
11/22/2015,151,24,12,16,15,19
11/21/2015,159,64,14,20,17,24
11/20/2015,152,78,13,25,15,24
11/19/2015,146,68,118,25,16,24
11/18/2015,225,53,97,20,10,23
11/17/2015,149,40,24,19,6,24
11/16/2015,158,48,22,20,23,20
11/15/2015,154,48,24,20,5,19
11/14/2015,158,66,18,28,14,23
11/13/2015,226,68,34,33,15,19
11/12/2015,157,46,52,24,5,14
11/11/2015,180,53,164,24,12,13
11/10/2015,184,83,100,27,21,19
11/9/2015,165,77,45,27,17,19
11/8/2015,150,72,66,30,20,22
11/7/2015,102,51,61,18,9,16
11/6/2015,150,28,51,14,11,15
11/5/2015,168,68,23,27,16,15
11/4/2015,177,80,62,31,20,19
11/3/2015,167,93,46,39,28,19
11/2/2015,161,91,93,37,27,17
11/1/2015,220,82,70,42,19,16
10/31/2015,148,73,81,28,18,14
10/30/2015,212,62,62,21,14,12
10/29/2015,100,100,59,23,15,16
10/28/2015,145,34,69,21,14,11
10/27/2015,103,75,38,35,22,14
10/26/2015,186,57,52,21,12,9
10/25/2015,190,99,39,26,17,14
10/24/2015,203,122,104,43,19,17
10/23/2015,195,137,107,49,25,28
10/22/2015,171,132,107,40,21,20
10/21/2015,177,104,109,46,22,20
10/20/2015,171,143,112,59,26,17
10/19/2015,170,119,102,55,24,18
10/18/2015,201,117,112,55,25,18
10/17/2015,185,159,123,68,28,23
10/16/2015,202,130,115,57,27,18
10/15/2015,194,175,109,67,27,24
10/14/2015,179,150,97,66,31,18
10/13/2015,174,137,59,54,41,15
10/12/2015,177,125,68,59,28,20
10/11/2015,173,137,92,58,23,20
10/10/2015,158,117,81,46,14,16
10/9/2015,139,93,71,39,14,19
10/8/2015,102,64,52,23,20,17
10/7/2015,102,35,68,12,12,19
10/6/2015,153,27,60,18,9,21
10/5/2015,175,58,49,29,11,25
10/4/2015,165,84,77,34,15,28
10/3/2015,178,112,100,41,22,25
10/2/2015,154,130,101,50,21,18
10/1/2015,119,118,94,41,21,14
9/30/2015,94,65,69,17,14,11
9/29/2015,125,35,65,13,12,8
9/28/2015,164,66,77,21,21,16
9/27/2015,160,91,119,39,26,17
9/26/2015,158,98,109,43,17,16
9/25/2015,127,84,91,37,16,18
9/24/2015,170,55,43,20,10,10
9/23/2015,159,83,42,30,13,16
9/22/2015,161,74,108,29,23,15
9/21/2015,168,87,57,37,19,14
9/20/2015,165,103,117,46,22,14
9/19/2015,136,98,120,42,20,14
9/18/2015,147,64,85,31,17,15
9/17/2015,151,67,61,34,17,13
9/16/2015,154,102,79,35,32,13
9/15/2015,162,86,104,36,18,16
9/14/2015,140,96,113,35,22,16
9/13/2015,118,95,97,33,21,13
9/12/2015,152,68,74,28,21,15
9/11/2015,146,63,64,15,9,11
9/10/2015,146,84,50,31,16,15
